_ID;FOURNISSEUR;FAMILLE;SOUS_FAMILLE;REF_FABRICANT;REF_DISTRIBUTEUR;DESIGNATION;MARQUE;PRIX_AU;PRIX_BASE;PRIX_NET
200000;Socolec;DIVERS;;75387;X;ISOLANTPERIPHERIQUEEP.5MMHT120RL50MAVECBAVETTE;EFISOL;UN;;
200001;Socolec;DIVERS;;TMS30MF;X;PLAQUEISOLANTLISSEEP30MMR1,201,20X1,00AUM2;EFISOL;M2;;
200002;Socolec;DIVERS;;TMS47MF;X;PLAQUEISOLANTLISSEEP47MMR2,051,20X1,00AUM2;EFISOL;M2;;
200003;Socolec;DIVERS;;TMS56SI;X;PLAQUEISOLANTLISSEEP56MMR2,601,20X1,00AUM2TMSSI56;EFISOL;M2;;
200004;Socolec;DIVERS;;TMS80SI;X;PLAQUEISOLANTLISSEEP80MMR3,701,20X1,00AUM2TMSSI80;EFISOL;M2;;
200005;Socolec;DIVERS;;605216;X;LIAISONFRIGOISOLEEDOUBLE1/4-1/220M;DITAC;UN;;
200006;Socolec;DIVERS;;605215;X;LIAISONFRIGOISOLEEDOUBLE1/4-3/820M;DITAC;UN;;
200007;Socolec;DIVERS;;605217;X;LIAISONFRIGOISOLEEDOUBLE1/4-5/820M;DITAC;UN;;
200008;Socolec;DIVERS;;605218;X;LIAISONFRIGOISOLEEDOUBLE3/8-1/220M;DITAC;UN;;
200009;Socolec;DIVERS;;605219;X;LIAISONFRIGOISOLEEDOUBLE3/8-5/820M;DITAC;UN;;
200010;Socolec;APPAREILLAGE;;54185;00063054185;THERMOSTATD'AMBIANCE2FILSSAILLIECONTACTINVERSEUR10A;HAGER;UN;46,15;17,54
200011;Socolec;APPAREILLAGE;;25110;00063025110;THERMOSTATD'AMBIANCE2FILSSEMIENCASTREECONTACTINVERSEUR10A;HAGER;UN;156,71;59,55
200012;Socolec;APPAREILLAGE;;25111;00063025111;THERMOSTATD'AMBIANCE2FILSSEMIENCASTREECONTACTINVERSEUR10AAVECARRETPARBOUTON;HAGER;UN;178,65;67,89
200013;Socolec;APPAREILLAGE;;56511;00063056511;THERMOSTATD'AMBIANCEANALOGIQUE24HAPILES;HAGER;UN;296,05;112,50
200014;Socolec;APPAREILLAGE;;56571;00063056571;THERMOSTATD'AMBIANCEANALOGIQUE7JAPILES;HAGER;UN;298,59;113,46
200015;Socolec;APPAREILLAGE;;EK520;00010254520;THERMOSTATD'AMBIANCEDIGITAL2FILS7JAPILES;HAGER;UN;246,76;93,77
200016;Socolec;APPAREILLAGE;;EK530;00010254530;THERMOSTATD'AMBIANCEDIGITAL4FILS7J230VAVECENTREESONDEDEPORT…E;HAGER;UN;247,94;94,22
200017;Socolec;APPAREILLAGE;;EK560;00010254560;THERMOSTATD'AMBIANCEDIGITALRADIO7JAPILES;HAGER;UN;465,65;176,95
200018;Socolec;GENIECLIMATIQUE;;11023301;00046023301;CHAUFFEEAUB150T.FLOWACTIVTECHNOLOGIECO2NUESANSGROUPE;ALDES;UN;2463,54;936,14
200019;Socolec;GENIECLIMATIQUE;;52550;X;GROUPEDESECURITEDROITSTANDARD20X27NFSFR;WATTSINDUSTRIES;UN;;
200020;Socolec;GENIECLIMATIQUE;;24433;X;RACCORDDIELECTRIQUEMF20X27(PACKDE2);WATTSINDUSTRIES;UN;;
200021;Socolec;GENIECLIMATIQUE;;92315;X;SIPHONDEGROUPEDESECURITENFAVECDEFLECTEURF26X34;WATTSINDUSTRIES;UN;;
200022;Socolec;APPAREILLAGE;;TG520A;X;DETECTEURDEFUMEESAPILESDAAFCERTIFIENFEN14-604;HAGER;UN;;
200023;Socolec;APPAREILLAGE;;62525;00001062525;BLOCDESECOURSSATI60LUMENS;LEGRAND;UN;177,64;67,50
200024;Socolec;APPAREILLAGE;;62526;00001062526;BLOCDESECOURSSATIETANCHE60LUMENS;LEGRAND;UN;347,31;131,98
200025;Socolec;APPAREILLAGE;;62566;00001062566;BLOCDESECOURSSATIETANCHE360LUMENS;LEGRAND;UN;656,63;249,52
200026;Socolec;APPAREILLAGE;;62565;00001062565;BLOCDESECOURSSATIFLUO360LUMENS;LEGRAND;UN;574,33;218,24
200027;Socolec;APPAREILLAGE;;3901;00001003901;BOITIERTELECOMMANDE;LEGRAND;UN;293,09;111,38
200028;Socolec;APPAREILLAGE;;40551;00001040551;COFFRETD'ALARMETYPE4APILESDSETDMINTEGRES;LEGRAND;UN;298,25;113,34
200029;Socolec;APPAREILLAGE;;38012;00001038012;DECLENCHEURMANUELSAILLIEPOURALARMEINCENDIE;LEGRAND;UN;;
200030;Socolec;APPAREILLAGE;;40561;00001040561;TABLEAUD'ALARMETYPE4230V1BOUCLE;LEGRAND;UN;590,80;224,50
200031;Socolec;APPAREILLAGE;;40562;00001040562;TABLEAUD'ALARMETYPE4230V2BOUCLES;LEGRAND;UN;800,44;304,17
200032;Socolec;SECURITECOMMUNICATION;;110001;00030110001;BLOCDESECOURSAMBIANCESTANDARD360LUMENS;URA;UN;262,34;99,69
200033;Socolec;SECURITECOMMUNICATION;;110000;00030110000;BLOCDESECOURSEVACUATIONSTANDARD45LUMENS;URA;UN;92,53;35,16
200034;Socolec;SECURITECOMMUNICATION;;111013;00030111013;BLOCDESECOURSSATIEVACUATIONINCAND45LUMENS;URA;UN;123,35;46,87
200035;Socolec;SECURITECOMMUNICATION;;955745;X;DECLENCHEURMANUELROUGEAMENBRANEACLAPET;URA;UN;;
200036;Socolec;SECURITECOMMUNICATION;;957220;00030957220;DIFFUSEURSONOREDS2492DB;URA;UN;74,57;28,34
200037;Socolec;SECURITECOMMUNICATION;;320020;00030320020;TABLEAUD'ALARMESONORE220VT4CT;URA;UN;365,66;138,95
200038;Socolec;SECURITECOMMUNICATION;;320002;00030320002;TABLEAUD'ALARMESONOREAPILET4CP;URA;UN;199,37;75,76
200039;Socolec;SECURITECOMMUNICATION;;140010;00030140010;TELECOMMANDECONTR‘LEMANUEL;URA;UN;172,90;65,70
200040;Socolec;APPAREILLAGE;;S492-22F;05083000904;CARTEMODULETRANSMETTEURLSRTC;HAGER;UN;453,69;176,70
200041;Socolec;APPAREILLAGE;;S304-22F;05083000940;CENTRALED'ALARMEINTRUSIONLS300RADIOSEUL;HAGER;UN;;
200042;Socolec;APPAREILLAGE;;S620-22F;00078000643;CLAVIERDECOMMANDERADIO;HAGER;UN;;
200043;Socolec;APPAREILLAGE;;S662-22F;00078000769;CLAVIERDECOMMANDERADIOLECTEURDEBADGELS;HAGER;UN;534,75;213,90
200044;Socolec;APPAREILLAGE;;S162-22X;00078000669;DETECTEURDEMOUVEMENTCOULOIRRADIO22M;HAGER;UN;414,74;157,60
200045;Socolec;APPAREILLAGE;;S121-22X;00078000774;DETECTEURDEMOUVEMENTVOLUMETRIQUERADIO90?12M;HAGER;UN;471,66;179,23
200046;Socolec;APPAREILLAGE;;L3161F;00078000604;DETECTEURDEMOUVEMENTSVOLUMETRIQUEMINIATURE90?PORTEE10M;HAGER;UN;467,61;172,28
200047;Socolec;APPAREILLAGE;;S261-22F;05083000941;DETECTEURD'OUVERTUREDEPORTEMULTICONTACTRADIOBLANC;HAGER;UN;83,47;31,72
200048;Socolec;APPAREILLAGE;;SK304-22F;05083000943;PACKSYSTEMED'ALARMEINTRUSIONLSRADIO4GROUPES;HAGER;UN;;
200049;Socolec;APPAREILLAGE;;S405-22F;00078000642;SIRENEEXTERIEUREAVECFLASHLSIP54RADIO;HAGER;UN;;
200050;Socolec;APPAREILLAGE;;L3405F;00078000210;SIRENEFLASHCLIGNOTANT;HAGER;UN;1123,40;426,89
200051;Socolec;APPAREILLAGE;;L3614F;00078000311;TELECOMMANDEPORTE-CLES4TOUCHES;HAGER;UN;210,70;80,07
200052;Socolec;APPAREILLAGE;;TU444;05083000934;TELECOMMANDESEULELS4FONCTIONSRADIO;HAGER;UN;144,17;54,78
200053;Socolec;SECURITECOMMUNICATION;;6351173;00050351173;PACKMICROMODULESECLAIRAGEVA&VIENTSANSFILTYXIA500;DELTADORE;UN;144,38;54,71
200054;Socolec;APPAREILLAGE;;WK785B;00010707850;KALLYSTA2TOUCHEBLANCNEVE;HAGER;UN;7,26;2,71
200055;Socolec;APPAREILLAGE;;WK796B;00010707960;KALLYSTA2TOUCHESPOUSSOIRVOLETROULANTBLANCNEVE;HAGER;UN;20,27;16,16
200056;Socolec;APPAREILLAGE;;WK795B;00010707950;KALLYSTA2TOUCHESVAETVIENTVOLETROULANTBLANCNEVE;HAGER;UN;20,27;7,55
200057;Socolec;APPAREILLAGE;;WK301;00010706301;KALLYSTADOUBLEPOUSSOIRVOLETROULANT;HAGER;UN;43,86;15,89
200058;Socolec;APPAREILLAGE;;WK300;00010706300;KALLYSTADOUBLEV&VVOLETROULANT;HAGER;UN;38,48;14,74
200059;Socolec;APPAREILLAGE;;WK730B;00010707300;KALLYSTAENJOLIVEURPC2P+TBLANCNEVE;HAGER;UN;1,88;0,71
200060;Socolec;APPAREILLAGE;;WK751B;00010707510;KALLYSTAENJOLIVEURPRISERJ45BLANCNEVE;HAGER;UN;6,89;2,56
200061;Socolec;APPAREILLAGE;;WK752B;00010707520;KALLYSTAENJOLIVEURPRISERJ45X2BLANCNEVE;HAGER;UN;16,77;6,18
200062;Socolec;APPAREILLAGE;;WK750B;00010707500;KALLYSTAENJOLIVEURPRISETELEPHONETBLANCNEVE;HAGER;UN;4,74;1,73
200063;Socolec;APPAREILLAGE;;WK742B;00010707420;KALLYSTAENJOLIVEURPRISETV+FM+SATBLANCNEVE;HAGER;UN;9,82;3,53
200064;Socolec;APPAREILLAGE;;WK741B;00010707410;KALLYSTAENJOLIVEURPRISETV+FMBLANCNEVE;HAGER;UN;9,82;3,53
200065;Socolec;APPAREILLAGE;;WK740B;00010707400;KALLYSTAENJOLIVEURPRISETVBLANCNEVE;HAGER;UN;3,76;1,37
200066;Socolec;APPAREILLAGE;;WK798B;00010707980;KALLYSTAENJOLIVEURVAETVIENTVMCBLANCNEVE;HAGER;UN;14,97;5,58
200067;Socolec;APPAREILLAGE;;WK791B;00010707910;KALLYSTAENJOLIVEURVARIATEURAPOUSSOIRBLANCNEVE;HAGER;UN;15,08;5,51
200068;Socolec;APPAREILLAGE;;WK790B;00010707900;KALLYSTAENJOLIVEURVARIATEURROTATIFBLANCNEVE;HAGER;UN;15,50;5,51
200069;Socolec;APPAREILLAGE;;WK401;00010706401;KALLYSTAPLAQUE1POSTEBLANCNEVE;HAGER;UN;2,53;0,94
200070;Socolec;APPAREILLAGE;;WK402;00010706402;KALLYSTAPLAQUE2POSTESHORIZ.BLANCNEVE;HAGER;UN;5,17;1,89
200071;Socolec;APPAREILLAGE;;WK406;00010706406;KALLYSTAPLAQUE2POSTESVERT.BLANCNEVE;HAGER;UN;5,27;1,89
200072;Socolec;APPAREILLAGE;;WK408;00010706408;KALLYSTAPLAQUE2POSTESVERT.BLANCNEVEENTRAXE71;HAGER;UN;5,22;1,89
200073;Socolec;APPAREILLAGE;;WK403;00010706403;KALLYSTAPLAQUE3POSTESHORIZ.BLANCNEVE;HAGER;UN;7,59;2,83
200074;Socolec;APPAREILLAGE;;WK407;00010706407;KALLYSTAPLAQUE3POSTESVERT.BLANCNEVE;HAGER;UN;7,87;2,83
200075;Socolec;APPAREILLAGE;;WK409;00010706409;KALLYSTAPLAQUE3POSTESVERT.BLANCNEVEENTRAXE71;HAGER;UN;7,73;2,83
200076;Socolec;APPAREILLAGE;;WK783B;00010707830;KALLYSTATOUCHEBIPOLAIREBLANCNEVE;HAGER;UN;16,11;5,58
200077;Socolec;APPAREILLAGE;;WK780B;00010707800;KALLYSTATOUCHEBLANCNEVE;HAGER;100;106,20;38,82
200078;Socolec;APPAREILLAGE;;WK040;00010706040;KALLYSTADOUBLEINTERRUPTEURVAETVIENT;HAGER;UN;21,33;8,17
200079;Socolec;APPAREILLAGE;;WK001;00010706001;KALLYSTAINTERRUPTEURVAETVIENT;HAGER;UN;12,49;4,79
200080;Socolec;APPAREILLAGE;;WK003;00010706003;KALLYSTAINTERRUPTEURVAETVIENTTEMOINA/NEUTRE;HAGER;UN;25,55;9,52
200081;Socolec;APPAREILLAGE;;WK100;00010706100;KALLYSTAPC2P+T16A250VSANVIS;HAGER;UN;8,89;3,49
200082;Socolec;APPAREILLAGE;;WK105;00010706105;KALLYSTAPC2P+T16AADETROMPEURSANVIS+ENJOLIVEUR;HAGER;UN;50,36;17,43
200083;Socolec;APPAREILLAGE;;WK010;00010706010;KALLYSTAPERMUTATEUR;HAGER;UN;36,69;13,67
200084;Socolec;APPAREILLAGE;;WK211;00010706211;KALLYSTAPRISERJ45CAT.5EUTP;HAGER;UN;17,65;6,45
200085;Socolec;APPAREILLAGE;;WK212;00010706212;KALLYSTAPRISERJ45X2CAT.5EUTP;HAGER;UN;28,11;10,28
200086;Socolec;APPAREILLAGE;;WK200;00010706200;KALLYSTAPRISETELEPHONET;HAGER;UN;19,84;7,39
200087;Socolec;APPAREILLAGE;;WK256;00010706256;KALLYSTAPRISETV+FM+SATDIRECTE1ENTREE;HAGER;UN;42,03;16,10
200088;Socolec;APPAREILLAGE;;WK250;00010706250;KALLYSTAPRISETVDIRECTE;HAGER;UN;15,07;5,61
200089;Socolec;APPAREILLAGE;;WK064;00010706064;KALLYSTAVARIATEURROTATIF320VAP/TRANSFOELECTRON.;HAGER;UN;98,82;36,81
200090;Socolec;APPAREILLAGE;;WS301;00010708301;SYSTODOUBLEPOUSSOIRVOLETROULANT2M;HAGER;UN;46,39;17,63
200091;Socolec;APPAREILLAGE;;WS300;00010708300;SYSTODOUBLEVAETVIENTVOLETROULANT2M;HAGER;UN;41,97;15,95
200092;Socolec;APPAREILLAGE;;WS008;00010708008;SYSTOINTERRUPTEURBIPOLAIRE2M10A;HAGER;UN;28,85;10,96
200093;Socolec;APPAREILLAGE;;WS013;00010708013;SYSTOINTERRUPTEURVAETVIENT1MAVOYANT10A;HAGER;UN;15,88;6,03
200094;Socolec;APPAREILLAGE;;WS012;00010708012;SYSTOINTERRUPTEURVAETVIENT1M10A;HAGER;UN;10,26;3,90
200095;Socolec;APPAREILLAGE;;WS001;00010708001;SYSTOINTERRUPTEURVAETVIENT2M10A;HAGER;UN;11,13;4,23
200096;Socolec;APPAREILLAGE;;WS002;00010708002;SYSTOINTERRUPTEURVAETVIENT2MAVOYANT10A;HAGER;UN;17,04;6,48
200097;Socolec;APPAREILLAGE;;WS048;00010708048;SYSTOINTERRUPTEURVAETVIENTVMC10A;HAGER;UN;16,79;6,38
200098;Socolec;APPAREILLAGE;;WS105;00010708105;SYSTOPC2P+T16A250VADETROMPAGESANVIS;HAGER;UN;20,13;7,65
200099;Socolec;APPAREILLAGE;;WS100;00010708100;SYSTOPC2P+T16A250VSANVIS;HAGER;UN;8,22;3,12
200100;Socolec;APPAREILLAGE;;WS132;00010708132;SYSTOPCTRIPLE2P+T16A250VADETROMPEURSANVISSPECIALGOULOTTE;HAGER;UN;23,64;8,98
200101;Socolec;APPAREILLAGE;;WS123;00010708123;SYSTOPCTRIPLE2P+T16A250VSANVISSPECIALGOULOTTE;HAGER;UN;28,85;10,96
200102;Socolec;APPAREILLAGE;;WS010;00010708010;SYSTOPERMUTATEUR2M10A;HAGER;UN;41,42;15,74
200103;Socolec;APPAREILLAGE;;WS401;00010708401;SYSTOPLAQUE2MBLANCHE;HAGER;UN;3,32;1,26
200104;Socolec;APPAREILLAGE;;WS402;00010708402;SYSTOPLAQUEDOUBLEHORIZ2X2MBLANCHE;HAGER;UN;7,97;3,03
200105;Socolec;APPAREILLAGE;;WS406;00010708406;SYSTOPLAQUEDOUBLEVERT.2X2MBLANCHE;HAGER;UN;7,98;3,03
200106;Socolec;APPAREILLAGE;;WS408;00010708408;SYSTOPLAQUEDOUBLEVERT.2X2MBLANCHEENTRAXE71;HAGER;UN;7,73;2,94
200107;Socolec;APPAREILLAGE;;WS403;00010708403;SYSTOPLAQUETRIPLEHORIZ3X2MBLANCHE;HAGER;UN;11,89;4,52
200108;Socolec;APPAREILLAGE;;WS407;00010708407;SYSTOPLAQUETRIPLEVERT.3X2MBLANCHE;HAGER;UN;11,74;4,46
200109;Socolec;APPAREILLAGE;;WS409;00010708409;SYSTOPLAQUETRIPLEVERT.3X2MBLANCHEENTRAXE71;HAGER;UN;10,97;4,17
200110;Socolec;APPAREILLAGE;;WS027;00010708027;SYSTOPOUSSOIR1M1F10A;HAGER;UN;14,99;5,70
200111;Socolec;APPAREILLAGE;;WS020;00010708020;SYSTOPOUSSOIR2M1F;HAGER;UN;16,02;6,09
200112;Socolec;APPAREILLAGE;;WS210;00010708210;SYSTOPRISERJ45CAT5UTP1M;HAGER;UN;19,14;7,27
200113;Socolec;APPAREILLAGE;;WS211;00010708211;SYSTOPRISERJ45CAT5UTP2M;HAGER;UN;20,70;7,86
200114;Socolec;APPAREILLAGE;;WS200;00010708200;SYSTOPRISETELEPHONET2M;HAGER;UN;20,21;7,68
200115;Socolec;APPAREILLAGE;;WS253;00010708253;SYSTOPRISETV+FMDIRECTE;HAGER;UN;44,24;16,81
200116;Socolec;APPAREILLAGE;;WS250;00010708250;SYSTOPRISETVDIRECTE;HAGER;UN;15,74;5,98
200117;Socolec;APPAREILLAGE;;WS451;00010708451;SYSTOSUPPORTAGRIFFE2M;HAGER;UN;5,33;2,02
200118;Socolec;APPAREILLAGE;;WS450;00010708450;SYSTOSUPPORTAVIS2M;HAGER;UN;2,50;0,95
200119;Socolec;APPAREILLAGE;;WS452;00010708452;SYSTOSUPPORTAVIS4M;HAGER;UN;5,08;1,93
200120;Socolec;APPAREILLAGE;;68161;00001068161;CELIANEENJOLIVEURBLANCCDEINDIVIDUELLEVOLETROULANTCPL;LEGRAND;UN;14,99;5,47
200121;Socolec;APPAREILLAGE;;68003;00001068003;CELIANEENJOLIVEURBLANCCOMMANDEAVOYANTSIMPLE;LEGRAND;UN;12,31;4,68
200122;Socolec;APPAREILLAGE;;68163;00001068163;CELIANEENJOLIVEURBLANCCOMMANDECENTRALISEEVOLETSROULANTSCPL;LEGRAND;UN;14,89;5,28
200123;Socolec;APPAREILLAGE;;68002;00001068002;CELIANEENJOLIVEURBLANCCOMMANDEDOUBLE;LEGRAND;UN;7,03;2,67
200124;Socolec;APPAREILLAGE;;68001;00001068001;CELIANEENJOLIVEURBLANCCOMMANDESIMPLE;LEGRAND;UN;1,76;0,70
200125;Socolec;APPAREILLAGE;;68035;00001068035;CELIANEENJOLIVEURBLANCINTERRUPTEURAUTOMATIQUE;LEGRAND;UN;5,68;1,98
200126;Socolec;APPAREILLAGE;;68111;00001068111;CELIANEENJOLIVEURBLANCPRISE;LEGRAND;UN;1,70;0,68
200127;Socolec;APPAREILLAGE;;68237;00001068237;CELIANEENJOLIVEURBLANCPRISERJ45CAT5;LEGRAND;UN;5,38;1,98
200128;Socolec;APPAREILLAGE;;68238;00001068238;CELIANEENJOLIVEURBLANCPRISETELEPHONE;LEGRAND;100;158,11;59,31
200129;Socolec;APPAREILLAGE;;68285;00001068285;CELIANEENJOLIVEURBLANCPRISETVRSAT.;LEGRAND;UN;5,48;1,98
200130;Socolec;APPAREILLAGE;;68282;00001068282;CELIANEENJOLIVEURBLANCPRISETVSIMPLE;LEGRAND;UN;2,02;0,78
200131;Socolec;APPAREILLAGE;;68141;00001068141;CELIANEENJOLIVEURBLANCSORTIEDECABLE;LEGRAND;UN;5,23;1,98
200132;Socolec;APPAREILLAGE;;67253;00001067253;CELIANEMECANISMECOMMANDECENTRALISEEVOLETSROULANTS;LEGRAND;UN;189,41;71,72
200133;Socolec;APPAREILLAGE;;67251;00001067251;CELIANEMECANISMECOMMANDEINDIVIDUELLEVOLETSROULANTS;LEGRAND;UN;251,22;100,00
200134;Socolec;APPAREILLAGE;;67256;00001067256;CELIANEMECANISMECOMMANDEINDIVIDUELLEVOLETSROULANTSAVECBUTEEELECTRONIQUEINCLUSE;LEGRAND;UN;330,54;113,10
200135;Socolec;APPAREILLAGE;;67091;00001067091;CELIANEMECANISMEINTERAUTOMATIQUESANSNEUTRE400WAVECM/A;LEGRAND;UN;118,26;44,94
200136;Socolec;APPAREILLAGE;;67111;00001067111;CELIANEMECANISMEPC2P+T;LEGRAND;UN;6,36;2,53
200137;Socolec;APPAREILLAGE;;67031;00001067031;CELIANEMECANISMEPOUSSOIRINVERSEUR6A;LEGRAND;UN;16,13;6,48
200138;Socolec;APPAREILLAGE;;67338;00001067338;CELIANEMECANISMEPRISETELEPHONET;LEGRAND;UN;20,96;8,34
200139;Socolec;APPAREILLAGE;;67388;00001067388;CELIANEMECANISMEPRISETVRSAT;LEGRAND;UN;45,91;18,28
200140;Socolec;APPAREILLAGE;;67382;00001067382;CELIANEMECANISMEPRISETVSIMPLE;LEGRAND;UN;15,39;6,12
200141;Socolec;APPAREILLAGE;;67181;00001067181;CELIANEMECANISMESORTIEDECABLE;LEGRAND;UN;12,63;4,99
200142;Socolec;APPAREILLAGE;;67001;00001067001;CELIANEMECANISMEVAETVIENT;LEGRAND;UN;8,65;3,44
200143;Socolec;APPAREILLAGE;;68631;00001068631;CELIANEPLAQUE1POSTEBLANC;LEGRAND;UN;2,81;1,12
200144;Socolec;APPAREILLAGE;;68751;00001068751;CELIANEPLAQUE1POSTESABLE;LEGRAND;UN;3,03;1,12
200145;Socolec;APPAREILLAGE;;68632;00001068632;CELIANEPLAQUE2POSTESHORIZ/VERT.BLANC;LEGRAND;UN;5,65;2,23
200146;Socolec;APPAREILLAGE;;68752;00001068752;CELIANEPLAQUE2POSTESHORIZ/VERT.SABLE;LEGRAND;UN;5,96;2,23
200147;Socolec;APPAREILLAGE;;68633;00001068633;CELIANEPLAQUE3POSTESHORIZ/VERT.BLANC;LEGRAND;UN;8,63;3,34
200148;Socolec;APPAREILLAGE;;68753;00001068753;CELIANEPLAQUE3POSTESHORIZ/VERT.SABLE;LEGRAND;UN;9,17;3,34
200149;Socolec;APPAREILLAGE;;67238;X;INONEINTERSCENARIOD'ECLAIRAGEEMETTEURRADIOCELIANE;LEGRAND;UN;;
200150;Socolec;APPAREILLAGE;;67263;00001067263;"INTERINDIVIDUELCOMMANDERADIOVOLETSROULANTS
";LEGRAND;UN;109,18;41,49
200151;Socolec;APPAREILLAGE;;77025;00001077025;MOSAICCOMMANDEVOLETROULANTDOUBLEPOUSSOIR;LEGRAND;UN;56,83;21,59
200152;Socolec;APPAREILLAGE;;77026;00001077026;MOSAICCOMMANDEVOLETROULANTDOUBLEVAETVIENT;LEGRAND;UN;49,75;18,91
200153;Socolec;APPAREILLAGE;;77050;00001077050;MOSAICINTERBIPOLAIRE;LEGRAND;UN;34,24;13,01
200154;Socolec;APPAREILLAGE;;77011;00001077011;MOSAICINTERVAETVIENTBORNESAUTO;LEGRAND;UN;10,40;3,95
200155;Socolec;APPAREILLAGE;;77001;00001077001;MOSAICINTERRUPTEUR/VAETVIENT1MBORNESAUTO;LEGRAND;UN;10,83;4,11
200156;Socolec;APPAREILLAGE;;77070;00001077070;MOSAICOBTURATEUR1MODULE;LEGRAND;UN;3,70;1,40
200157;Socolec;APPAREILLAGE;;77071;00001077071;MOSAICOBTURATEUR2MODULES;LEGRAND;UN;4,90;1,86
200158;Socolec;APPAREILLAGE;;77113;00001077113;MOSAICPC2P+T2MODULES;LEGRAND;UN;12,64;4,80
200159;Socolec;APPAREILLAGE;;77111;00001077111;MOSAICPC2P+T2MBORNESAUTO;LEGRAND;UN;7,94;3,02
200160;Socolec;APPAREILLAGE;;77114;00001077114;MOSAICPCINFORMATIQUE2P+TROUGEADETROMPAGE;LEGRAND;UN;16,42;6,24
200161;Socolec;APPAREILLAGE;;77021;00001077021;MOSAICPERMUTATEUR;LEGRAND;UN;43,75;16,62
200162;Socolec;APPAREILLAGE;;78802;00001078802;MOSAICPLAQUE1POSTE2M;LEGRAND;UN;3,07;1,17
200163;Socolec;APPAREILLAGE;;78814;00001078814;MOSAICPLAQUE2P.4M;LEGRAND;UN;7,49;2,85
200164;Socolec;APPAREILLAGE;;78864;00001078864;MOSAICPLAQUE2P.HORIZ.ENTRAXE57SPRENOV;LEGRAND;UN;13,86;5,27
200165;Socolec;APPAREILLAGE;;78854;00001078854;MOSAICPLAQUE2P.VERT.ENTRAXE57SPRENOV;LEGRAND;UN;13,35;5,07
200166;Socolec;APPAREILLAGE;;78804;00001078804;MOSAICPLAQUE2X2MODULESHORIZONTAL;LEGRAND;UN;7,29;2,77
200167;Socolec;APPAREILLAGE;;78806;00001078806;MOSAICPLAQUE3X2MODULESHORIZONTAL;LEGRAND;UN;12,68;4,82
200168;Socolec;APPAREILLAGE;;77040;00001077040;MOSAICPOUSSOIR;LEGRAND;UN;17,33;6,58
200169;Socolec;APPAREILLAGE;;77030;00001077030;MOSAICPOUSSOIR1MODULBORNESAUTO;LEGRAND;UN;16,01;6,08
200170;Socolec;APPAREILLAGE;;76602;00001076602;MOSAICPOUSSOIRCOUPDEPOING1/4T;LEGRAND;UN;131,85;50,10
200171;Socolec;APPAREILLAGE;;78734;00001078734;MOSAICPRISERJ45;LEGRAND;UN;31,99;12,16
200172;Socolec;APPAREILLAGE;;76565;00001076565;MOSAICPRISERJ452MCAT.6FTP;LEGRAND;UN;21,48;8,16
200173;Socolec;APPAREILLAGE;;76555;00001076555;MOSAICPRISERJ452MCAT.5EFTP;LEGRAND;UN;22,94;8,72
200174;Socolec;APPAREILLAGE;;78738;00001078738;MOSAICPRISETELEPHONE;LEGRAND;UN;21,83;8,30
200175;Socolec;APPAREILLAGE;;78782;00001078782;MOSAICPRISETVSIMPLE;LEGRAND;UN;16,01;6,08
200176;Socolec;APPAREILLAGE;;78786;00001078786;MOSAICPRISETV-FM-SAT.2M;LEGRAND;UN;52,85;20,08
200177;Socolec;APPAREILLAGE;;77550;00001077550;MOSAICSORTIEDECABLE20A;LEGRAND;UN;14,29;5,69
200178;Socolec;APPAREILLAGE;;77002;00001077002;MOSAICVAETVIENTAVOYANT1MBORNESAUTO;LEGRAND;UN;17,52;6,66
200179;Socolec;APPAREILLAGE;;77012;00001077012;MOSAICVAETVIENTAVOYANT2MBORNESAUTO;LEGRAND;UN;19,58;7,44
200180;Socolec;APPAREILLAGE;;664702;00001664702;NILO…DOUBLEVAETVIENTPUR;LEGRAND;UN;19,92;7,93
200181;Socolec;APPAREILLAGE;;665099;00001665099;NILO…GRIFFESACCESSOIRE;LEGRAND;100;84,20;31,59
200182;Socolec;APPAREILLAGE;;665118;00001665118;NILO…INTERAUTOMATIQUE2FILS400WPUR;LEGRAND;UN;87,42;33,10
200183;Socolec;APPAREILLAGE;;664701;00001664701;NILO…INTERRUPTEUROUVAETVIENTPUR;LEGRAND;UN;7,02;2,79
200184;Socolec;APPAREILLAGE;;664301;00001664301;NILO…INTERRUPTEUROUVAETVIENTPUREMBALLAGEPAR50;LEGRAND;UN;349,97;139,31
200185;Socolec;APPAREILLAGE;;664503;00001664503;NILO…INTERRUPTEURTRIPLEPUR;LEGRAND;UN;25,38;9,17
200186;Socolec;APPAREILLAGE;;665115;00001665115;NILO…INTERRUPTEURVARIATEUR400W2FILSPUR;LEGRAND;UN;;
200187;Socolec;APPAREILLAGE;;664791;00001664791;NILO…INTERRUPTEURVMC2POSITIONSPUR;LEGRAND;UN;16,10;6,10
200188;Socolec;APPAREILLAGE;;664711;00001664711;NILO…INTERRUPTEURVOLETSROULANTS3POSITIONSPUR;LEGRAND;UN;32,37;12,55
200189;Socolec;APPAREILLAGE;;664704;00001664704;NILO…PERMUTATEURPUR;LEGRAND;UN;54,86;21,17
200190;Socolec;APPAREILLAGE;;665001;00001665001;NILO…PLAQUE1POSTEPUR;LEGRAND;UN;2,51;1,00
